ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude
10002153,JE851728,6/10/2022 7:11,8791X N MAIN ST,1945,BURGLARY,FORCIBLE ENTRY,SIDEWALK,FALSE,TRUE,2050,4,34,28,5,224539,2318609,2022,6/10/2022 7:11,41.860968,-87.546085
10002154,JE661174,11/25/2019 9:57,4883X N MAIN ST,1495,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,FALSE,1180,16,27,64,17,223153,2317254,2019,11/25/2019 9:57,41.725491,-87.68464
10002155,JE381858,2/14/2018 19:20,4600X N MAIN ST,1276,THEFT,RETAIL THEFT,RESTAURANT,FALSE,FALSE,1570,16,22,19,3,224148,2318734,2018,2/14/2018 19:20,41.873402,-87.585146
10002156,JE925535,11/29/2015 21:30,5403X N MAIN ST,1328,BATTERY,AGGRAVATED,SIDEWALK,FALSE,FALSE,2460,17,45,63,9,223928,2317838,2015,11/29/2015 21:30,41.783899,-87.607174
10002157,JE652141,2/6/2018 18:05,6321X N MAIN ST,1500,NARCOTICS,POSS: HEROIN(WHITE),APARTMENT,TRUE,FALSE,2470,6,28,57,11,223896,2320523,2018,2/6/2018 18:05,42.052385,-87.610367
10002158,JE545016,4/24/2022 21:07,4214X N MAIN ST,0785,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1660,14,23,41,3,223567,2319505,2022,4/24/2022 21:07,41.950505,-87.643238
10002159,JE562002,11/21/2019 19:19,8674X N MAIN ST,1326,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",OTHER,TRUE,FALSE,2490,24,1,7,19,223426,2320774,2019,11/21/2019 19:19,42.077475,-87.657312
10002160,JE515238,8/27/2020 11:52,3141X N MAIN ST,1814,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,TRUE,TRUE,2040,24,21,74,16,223410,2318692,2020,8/27/2020 11:52,41.869237,-87.658949
10002161,JE420140,2/24/2018 17:09,9834X N MAIN ST,0442,ASSAULT,SIMPLE,STREET,FALSE,FALSE,1150,18,4,73,21,223114,2317208,2018,2/24/2018 17:09,41.720856,-87.688512
10002162,JE387932,5/6/2022 14:44,0133X N MAIN ST,1725,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,FALSE,FALSE,2420,10,36,1,3,223189,2318201,2022,5/6/2022 14:44,41.820196,-87.68103
10002163,JE519687,6/16/2017 18:28,7963X N MAIN ST,0313,ROBBERY,STRONGARM - NO WEAPON,RESIDENCE,TRUE,FALSE,930,9,18,54,1,223771,2317639,2017,6/16/2017 18:28,41.763954,-87.622866
10002164,JE997363,5/29/2019 11:02,4380X N MAIN ST,1631,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,FALSE,1130,21,45,18,16,223855,2318209,2019,5/29/2019 11:02,41.82094,-87.614466
10002165,JE754364,5/28/2023 7:13,9395X N MAIN ST,0228,THEFT,FROM BUILDING,SIDEWALK,FALSE,TRUE,1860,5,46,68,12,224519,2319437,2023,5/28/2023 7:13,41.943719,-87.548069
10002166,JE279005,8/28/2022 19:09,1401X N MAIN ST,1901,CRIMINAL DAMAGE,TO VEHICLE,OTHER,FALSE,FALSE,1010,11,47,28,18,225755,2318557,2022,8/28/2022 19:09,41.855789,-87.424486
10002167,JE245500,7/29/2020 18:29,1464X N MAIN ST,1972,BATTERY,AGGRAVATED,STREET,FALSE,FALSE,560,14,17,28,20,223285,2318868,2020,7/29/2020 18:29,41.886866,-87.671444
10002168,JE567466,9/28/2020 20:17,9195X N MAIN ST,1348,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,FALSE,FALSE,150,16,22,11,22,223707,2316988,2020,9/28/2020 20:17,41.698832,-87.629236
10002169,JE606750,5/21/2021 10:06,6139X N MAIN ST,0858,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",APARTMENT,FALSE,TRUE,1560,22,45,36,10,224722,2319882,2021,5/21/2021 10:06,41.988274,-87.527796
10002170,JE550304,10/3/2023 21:10,4516X N MAIN ST,1369,THEFT,$500 AND UNDER,RESIDENCE,TRUE,FALSE,1430,25,44,,17,223010,2319728,2023,10/3/2023 21:10,41.972814,-87.698993
10002171,JE467531,5/25/2021 16:30,6214X N MAIN ST,1697,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",RESIDENCE,FALSE,FALSE,2390,2,31,3,12,224727,2318840,2021,5/25/2021 16:30,41.884061,-87.527237
10002172,JE975922,12/14/2017 15:41,5013X N MAIN ST,0555,BATTERY,AGGRAVATED,OTHER,FALSE,FALSE,1200,18,31,64,4,224182,2320011,2017,12/14/2017 15:41,42.001166,-87.581748
10002173,JE378534,4/27/2021 23:11,0881X N MAIN ST,1097,BATTERY,AGGRAVATED,RESIDENCE,FALSE,FALSE,2530,23,16,39,4,224424,2318820,2021,4/27/2021 23:11,41.882046,-87.557555
10002174,JE150057,3/14/2020 17:29,1799X N MAIN ST,0352,BATTERY,AGGRAVATED,RESIDENCE,FALSE,FALSE,1740,9,30,59,8,223662,2318054,2020,3/14/2020 17:29,41.805464,-87.633727
10002175,JE827957,12/12/2017 19:15,8791X N MAIN ST,1090,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",SIDEWALK,TRUE,TRUE,1000,12,30,65,11,224799,2318112,2017,12/12/2017 19:15,41.811245,-87.520078
10002176,JE424031,11/4/2018 10:17,1561X N MAIN ST,0905,CRIMINAL DAMAGE,TO PROPERTY,STREET,FALSE,FALSE,2340,21,24,,7,224236,2318507,2018,11/4/2018 10:17,41.850795,-87.576346
10002177,JE466496,8/31/2017 17:55,9056X N MAIN ST,0136,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,FALSE,FALSE,1820,24,38,45,16,224154,2318928,2017,8/31/2017 17:55,41.892898,-87.584524
10002178,JE522001,6/21/2020 13:23,0726X N MAIN ST,0418,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",RESIDENCE,FALSE,FALSE,2420,17,50,34,21,225004,2317923,2020,6/21/2020 13:23,41.792335,-87.499566
10002179,JE565609,8/9/2019 10:10,0031X N MAIN ST,0715,ASSAULT,AGGRAVATED: HANDGUN,OTHER,TRUE,TRUE,360,9,26,76,15,225038,2317711,2019,8/9/2019 10:10,41.771175,-87.496134
10002180,JE404974,3/8/2023 1:31,2040X N MAIN ST,1238,ASSAULT,SIMPLE,STREET,FALSE,FALSE,910,19,22,6,17,223225,2318825,2023,3/8/2023 1:31,41.882503,-87.67744
10002181,JE228619,3/6/2018 19:23,7561X N MAIN ST,0152,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,2210,13,7,3,3,223835,2319758,2018,3/6/2018 19:23,41.975804,-87.616404
10002182,JE559621,5/8/2015 1:42,0578X N MAIN ST,0884,CRIMINAL DAMAGE,TO VEHICLE,SIDEWALK,TRUE,FALSE,2120,21,18,74,2,223044,2317743,2015,5/8/2015 1:42,41.774353,-87.695521
10002183,JE517195,9/12/2021 14:11,2558X N MAIN ST,0324,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,FALSE,FALSE,1030,19,50,31,22,223661,2318992,2021,9/12/2021 14:11,41.89924,-87.633833
10002184,JE470085,7/25/2021 16:27,3244X N MAIN ST,1719,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,710,12,44,46,23,223947,2319099,2021,7/25/2021 16:27,41.909976,-87.60526
10002185,JE383210,6/26/2020 6:03,1399X N MAIN ST,0537,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,TRUE,FALSE,980,4,49,25,20,222830,2318650,2020,6/26/2020 6:03,41.865084,-87.716919
10002186,JE272982,7/13/2015 22:38,8070X N MAIN ST,1400,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,1670,8,28,52,22,226243,2320098,2015,7/13/2015 22:38,42.009809,-87.375638
10002187,JE905962,12/27/2022 7:49,1025X N MAIN ST,1522,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RESIDENCE,FALSE,FALSE,2560,1,13,2,22,222983,2318967,2022,12/27/2022 7:49,41.896743,-87.701606
10002188,JE984453,1/31/2023 22:14,5977X N MAIN ST,1248,THEFT,RETAIL THEFT,APARTMENT,FALSE,FALSE,1090,1,33,23,11,222600,2319280,2023,1/31/2023 22:14,41.928067,-87.739903
10002189,JE841911,8/28/2019 3:15,1120X N MAIN ST,0389,THEFT,FROM BUILDING,RETAIL STORE,FALSE,FALSE,2310,25,34,50,14,224051,2317874,2019,8/28/2019 3:15,41.787426,-87.594808
10002190,JE179229,6/1/2016 19:43,4323X N MAIN ST,1383,OTHER OFFENSE,HARASSMENT BY TELEPHONE,STREET,FALSE,FALSE,920,6,25,11,4,221830,2318505,2016,6/1/2016 19:43,,-87.816997
10002191,JE949359,2/16/2021 17:36,5016X N MAIN ST,0907,ASSAULT,AGGRAVATED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2040,11,29,34,21,222975,2319208,2021,2/16/2021 17:36,41.920837,-87.702474
10002192,JE393773,3/5/2019 10:44,4693X N MAIN ST,1993,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,TRUE,TRUE,1430,4,50,69,22,224155,2318017,2019,3/5/2019 10:44,41.801789,-87.584475
10002193,JE296692,11/4/2018 18:05,8376X N MAIN ST,0137,ROBBERY,STRONGARM - NO WEAPON,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,460,2,14,71,21,222670,2318615,2018,11/4/2018 18:05,41.861541,-87.732903
10002194,JE637910,8/26/2021 9:13,4931X N MAIN ST,1698,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,TRUE,2090,9,32,11,9,224585,2318104,2021,8/26/2021 9:13,41.810403,-87.541477
10002195,JE307960,4/25/2015 21:04,3981X N MAIN ST,0762,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,250,4,8,24,15,223849,2318689,2015,4/25/2015 21:04,41.868942,-87.615024
10002196,JE915488,5/14/2019 17:00,6470X N MAIN ST,1984,THEFT,RETAIL THEFT,STREET,TRUE,FALSE,2420,16,3,74,1,222929,2318618,2019,5/14/2019 17:00,41.861846,-87.707032
10002197,JE913149,6/2/2020 19:27,7620X N MAIN ST,0872,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,SIDEWALK,FALSE,TRUE,1640,12,1,62,14,225200,2319718,2020,6/2/2020 19:27,41.971845,-87.47999
10002198,JE623226,9/27/2015 10:40,2414X N MAIN ST,0185,ASSAULT,SIMPLE,SIDEWALK,TRUE,FALSE,1440,17,26,72,2,223449,2318122,2015,9/27/2015 10:40,41.812236,-87.655092
10002199,JE967287,5/17/2019 19:52,2652X N MAIN ST,0892,ASSAULT,SIMPLE,STREET,TRUE,FALSE,1770,11,26,33,20,223736,2320275,2019,5/17/2019 19:52,42.027588,-87.626319
10002200,JE852797,8/8/2021 9:39,3780X N MAIN ST,1347,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1090,9,37,5,19,222461,2317843,2021,8/8/2021 9:39,41.78438,-87.753859
10002201,JE953908,3/27/2022 0:00,1876X N MAIN ST,1544,BURGLARY,UNLAWFUL ENTRY,OTHER,FALSE,FALSE,1250,22,4,16,18,223130,2319652,2022,3/27/2022 0:00,41.965292,-87.686918
10002202,JE707730,4/7/2021 21:36,6411X N MAIN ST,1051,THEFT,OVER $500,ALLEY,TRUE,FALSE,1280,9,12,16,11,224861,2316515,2021,4/7/2021 21:36,41.651515,-87.51384
10002203,JE918894,10/16/2017 0:40,5586X N MAIN ST,0451,OTHER OFFENSE,HARASSMENT BY TELEPHONE,STREET,FALSE,FALSE,100,5,12,15,14,224385,2318767,2017,10/16/2017 0:40,41.876775,-87.561468
10002204,JE931171,4/13/2015 11:35,4528X N MAIN ST,1153,ASSAULT,AGGRAVATED: HANDGUN,"SCHOOL, PUBLIC, BUILDING",FALSE,TRUE,2310,20,15,26,25,225911,2319843,2015,4/13/2015 11:35,41.984309,-87.408882
10002205,JE104468,6/24/2023 8:32,6689X N MAIN ST,0841,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,FALSE,FALSE,2360,11,6,62,10,222818,2320294,2023,6/24/2023 8:32,42.029475,-87.718172
10002206,JE228049,6/8/2021 19:13,0426X N MAIN ST,1894,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,300,10,4,12,5,223086,2318389,2021,6/8/2021 19:13,41.838981,-87.691374
10002207,JE693768,12/22/2015 9:36,9474X N MAIN ST,0124,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,STREET,FALSE,FALSE,960,25,39,59,4,224150,2319360,2015,12/22/2015 9:36,41.936067,-87.584951
10002208,JE530760,6/13/2020 9:44,8198X N MAIN ST,1025,NARCOTICS,POSS: HEROIN(WHITE),APARTMENT,TRUE,FALSE,2380,19,20,10,5,223326,2317595,2020,6/13/2020 9:44,41.759507,-87.667394
10002209,JE365677,4/14/2019 15:00,8862X N MAIN ST,1757,BATTERY,DOMESTIC BATTERY SIMPLE,RESTAURANT,TRUE,FALSE,1720,21,36,76,11,224573,2318895,2019,4/14/2019 15:00,41.889574,-87.542648
10002210,JE901074,4/7/2021 11:16,6615X N MAIN ST,1036,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,1800,14,4,2,13,221929,2317729,2021,4/7/2021 11:16,41.772929,-87.807058
10002211,JE577150,5/11/2022 19:53,3821X N MAIN ST,1825,BATTERY,AGGRAVATED,RESIDENCE,FALSE,TRUE,2050,16,49,,2,223548,2319689,2022,5/11/2022 19:53,41.968976,-87.6452
10002212,JE860526,7/4/2021 22:50,7393X N MAIN ST,0782,BATTERY,AGGRAVATED,STREET,FALSE,FALSE,1370,9,22,15,25,221779,2319349,2021,7/4/2021 22:50,41.934995,-87.822031
10002213,JE860596,12/24/2020 4:54,3559X N MAIN ST,1827,THEFT,RETAIL THEFT,APARTMENT,FALSE,TRUE,330,12,25,3,11,222381,2318475,2020,12/24/2020 4:54,41.847581,-87.761849
10002214,JE957345,7/30/2015 8:29,9499X N MAIN ST,1570,ROBBERY,STRONGARM - NO WEAPON,STREET,FALSE,FALSE,2150,16,27,16,4,222763,2320571,2015,7/30/2015 8:29,42.057168,-87.723695
10002215,JE479644,6/17/2021 18:30,4751X N MAIN ST,1479,THEFT,RETAIL THEFT,APARTMENT,FALSE,FALSE,1170,11,30,20,17,223396,2319552,2021,6/17/2021 18:30,41.955232,-87.660344
10002216,JE631533,11/12/2016 16:24,5536X N MAIN ST,0649,NARCOTICS,POSS: HEROIN(WHITE),APARTMENT,FALSE,FALSE,1840,1,49,27,19,223600,2318199,2016,11/12/2016 16:24,41.819932,-87.639964
10002217,JE111961,9/7/2022 14:24,7109X N MAIN ST,0876,THEFT,RETAIL THEFT,APARTMENT,FALSE,FALSE,1960,20,12,53,3,224869,2319114,2022,9/7/2022 14:24,41.911444,-87.513088
10002218,JE904813,8/6/2019 20:50,7256X N MAIN ST,1908,BATTERY,AGGRAVATED,STREET,FALSE,FALSE,1260,15,39,48,15,223685,2317949,2019,8/6/2019 20:50,41.79493,-87.631432
10002219,JE494525,5/21/2021 0:36,3651X N MAIN ST,1117,THEFT,OVER $500,SIDEWALK,FALSE,FALSE,570,24,49,57,3,222625,2319647,2021,5/21/2021 0:36,41.96474,-87.737438
10002220,JE236332,11/29/2019 20:48,9076X N MAIN ST,1322,BURGLARY,FORCIBLE ENTRY,STREET,FALSE,FALSE,570,22,3,53,18,221810,2318748,2019,11/29/2019 20:48,41.87488,-87.818971
10002221,JE817656,11/18/2016 13:18,3963X N MAIN ST,0206,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,TRUE,FALSE,650,20,38,30,9,223225,2317636,2016,11/18/2016 13:18,41.763634,-87.677455
10002222,JE693492,7/2/2019 6:52,4237X N MAIN ST,1549,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,FALSE,2440,1,26,45,21,224724,2317600,2019,7/2/2019 6:52,41.760067,-87.527549
10002223,JE727872,1/11/2021 23:56,5006X N MAIN ST,0285,THEFT,OVER $500,RESIDENCE,FALSE,TRUE,970,8,31,7,2,222604,2318339,2021,1/11/2021 23:56,41.833919,-87.739514
10002224,JE401222,12/21/2017 12:16,8712X N MAIN ST,1080,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",ALLEY,FALSE,FALSE,970,8,7,15,19,224675,2318851,2017,12/21/2017 12:16,41.885159,-87.532409
10002225,JE467067,11/1/2020 16:50,5096X N MAIN ST,1952,ASSAULT,AGGRAVATED: HANDGUN,OTHER,TRUE,TRUE,2150,1,21,32,15,225284,2317851,2020,11/1/2020 16:50,41.785135,-87.471588
10002226,JE684194,6/24/2016 18:23,6952X N MAIN ST,1227,CRIMINAL DAMAGE,TO PROPERTY,RETAIL STORE,FALSE,FALSE,2550,15,35,51,1,221840,2320508,2016,6/24/2016 18:23,42.050879,-87.815948
10002227,JE178811,2/5/2023 21:37,7874X N MAIN ST,0170,BURGLARY,FORCIBLE ENTRY,STREET,TRUE,FALSE,330,20,46,42,18,222397,2318399,2023,2/5/2023 21:37,41.839976,-87.760259
10002228,JE666173,5/5/2017 11:37,7733X N MAIN ST,1258,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,FALSE,FALSE,1330,6,34,64,7,223391,2317912,2017,5/5/2017 11:37,41.791226,-87.660822
10002229,JE935928,10/27/2017 15:51,6697X N MAIN ST,0455,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,FALSE,FALSE,380,16,43,74,13,225072,2318568,2017,10/27/2017 15:51,41.856855,-87.49279
10002230,JE683750,2/4/2015 15:15,8300X N MAIN ST,0113,BATTERY,AGGRAVATED,STREET,FALSE,FALSE,140,11,6,,6,224492,2319154,2015,2/4/2015 15:15,41.91544,-87.550798
10002231,JE814191,9/5/2022 15:05,2609X N MAIN ST,1596,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,FALSE,FALSE,2020,1,6,63,12,223374,2319197,2022,9/5/2022 15:05,41.91976,-87.662581
10002232,JE244167,10/1/2015 16:25,1117X N MAIN ST,0213,BATTERY,AGGRAVATED,RESTAURANT,FALSE,FALSE,780,13,27,17,15,222826,2318201,2015,10/1/2015 16:25,41.820119,-87.717336
10002233,JE813604,9/30/2023 20:06,9358X N MAIN ST,1016,BATTERY,AGGRAVATED,OTHER,TRUE,FALSE,530,2,15,51,2,223338,2319013,2023,9/30/2023 20:06,41.901396,-87.666157
10002234,JE311459,10/31/2018 12:18,0220X N MAIN ST,1273,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,1390,16,10,31,23,223680,2319616,2018,10/31/2018 12:18,41.961608,-87.631935
10002235,JE372226,12/6/2022 13:41,5499X N MAIN ST,1012,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,FALSE,FALSE,490,8,9,52,16,223754,2318275,2022,12/6/2022 13:41,41.827588,-87.624547
10002236,JE107305,12/17/2020 0:21,1568X N MAIN ST,0847,THEFT,RETAIL THEFT,OTHER,FALSE,TRUE,370,19,28,64,20,222583,2319414,2020,12/17/2020 0:21,41.941432,-87.741677
10002237,JE177189,7/4/2022 6:08,9363X N MAIN ST,0367,PUBLIC PEACE VIOLATION,"MAKE THREATS, PUBLIC PLACE",VEHICLE NON-COMMERCIAL,FALSE,TRUE,2270,18,10,71,24,222762,2318607,2022,7/4/2022 6:08,41.860778,-87.723724
10002238,JE982667,7/18/2017 18:45,0062X N MAIN ST,1802,BURGLARY,UNLAWFUL ENTRY,STREET,FALSE,FALSE,1750,7,49,62,19,224264,2318098,2017,7/18/2017 18:45,41.809879,-87.573558
10002239,JE490022,2/27/2016 3:21,5288X N MAIN ST,1760,BATTERY,AGGRAVATED,STREET,FALSE,TRUE,1190,7,39,57,3,224199,2318297,2016,2/27/2016 3:21,41.829707,-87.580021
10002240,JE417408,3/21/2015 20:57,1814X N MAIN ST,1721,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,FALSE,2440,6,20,72,26,225108,2319185,2015,3/21/2015 20:57,41.918517,-87.489163
10002241,JE642251,8/15/2019 11:10,8937X N MAIN ST,0586,CRIMINAL DAMAGE,TO VEHICLE,STREET,TRUE,FALSE,550,10,42,74,26,223344,2318325,2019,8/15/2019 11:10,,-87.665583
10002242,JE603333,8/23/2017 15:48,2816X N MAIN ST,1906,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,FALSE,FALSE,860,7,41,40,7,224795,2317338,2017,8/23/2017 15:48,41.733828,-87.520488
10002243,JE272795,5/31/2018 14:39,9890X N MAIN ST,1875,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,FALSE,FALSE,1310,4,22,52,25,222356,2319892,2018,5/31/2018 14:39,41.989281,-87.764321
10002244,JE743179,10/24/2020 21:55,9362X N MAIN ST,0196,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,670,9,35,3,21,222604,2318471,2020,10/24/2020 21:55,41.84712,-87.739544
10002245,JE132056,7/8/2021 6:55,0817X N MAIN ST,1262,BATTERY,AGGRAVATED,RESIDENCE,FALSE,FALSE,1630,3,27,46,16,224475,2319914,2021,7/8/2021 6:55,41.991413,-87.552476
10002246,JE917056,3/25/2018 22:56,2268X N MAIN ST,0357,BATTERY,AGGRAVATED,RESIDENCE,FALSE,FALSE,1620,5,3,29,14,223061,2318901,2018,3/25/2018 22:56,41.890183,-87.693832
10002247,JE970511,9/4/2021 2:48,0961X N MAIN ST,1968,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET,FALSE,TRUE,950,5,30,31,4,224670,2318839,2021,9/4/2021 2:48,41.883967,-87.532923
10002248,JE169031,2/28/2020 18:11,4238X N MAIN ST,1106,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,STREET,TRUE,FALSE,940,14,37,2,1,223966,2318558,2020,2/28/2020 18:11,41.855803,-87.603373
10002249,JE445987,5/30/2016 1:58,8643X N MAIN ST,1609,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,2150,10,11,21,19,224443,2318491,2016,5/30/2016 1:58,41.849112,-87.555618
10002250,JE817636,11/26/2023 6:48,6807X N MAIN ST,1966,NARCOTICS,POSS: HEROIN(WHITE),STREET,FALSE,FALSE,2110,16,6,46,8,222934,2320694,2023,11/26/2023 6:48,42.069454,-87.706538
10002251,JE877785,11/22/2016 0:10,4935X N MAIN ST,1052,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,700,13,21,2,2,223518,2319509,2016,11/22/2016 0:10,41.950917,-87.648153
10002252,JE553324,4/24/2021 23:01,4926X N MAIN ST,1825,BURGLARY,FORCIBLE ENTRY,STREET,TRUE,FALSE,270,21,20,39,5,224123,2317949,2021,4/24/2021 23:01,41.794929,-87.587692
10002253,JE849101,4/9/2023 22:45,4656X N MAIN ST,0460,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,FALSE,FALSE,410,13,40,64,20,223758,2317813,2023,4/9/2023 22:45,41.781364,-87.624126
10002254,JE950840,9/8/2015 22:47,4386X N MAIN ST,1269,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,600,10,15,74,13,224602,2319429,2015,9/8/2015 22:47,41.942946,-87.539729
10002255,JE929617,5/18/2017 19:47,5682X N MAIN ST,0457,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,1520,23,15,43,15,223085,2318305,2017,5/18/2017 19:47,41.830563,-87.691414
10002256,JE604786,9/23/2020 18:06,3809X N MAIN ST,0667,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,1710,22,14,7,6,222245,2318526,2020,9/23/2020 18:06,41.852611,-87.775411
10002257,JE365812,2/20/2016 20:54,0355X N MAIN ST,1397,PUBLIC PEACE VIOLATION,"MAKE THREATS, PUBLIC PLACE",RESIDENCE,TRUE,FALSE,1050,7,46,59,6,225168,2318587,2016,2/20/2016 20:54,41.858786,
10002258,JE231610,7/3/2015 20:20,4073X N MAIN ST,1782,THEFT,$500 AND UNDER,STREET,TRUE,TRUE,340,1,32,12,12,224689,2319142,2015,7/3/2015 20:20,41.914218,-87.531026
10002259,JE764849,8/4/2020 9:03,0858X N MAIN ST,0659,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RESIDENCE,FALSE,FALSE,2390,21,44,39,11,222567,2318037,2020,8/4/2020 9:03,41.803769,-87.743202
10002260,JE997424,8/28/2021 6:39,1436X N MAIN ST,0369,CRIMINAL DAMAGE,TO PROPERTY,STREET,FALSE,FALSE,1400,2,32,67,3,223022,2318084,2021,8/28/2021 6:39,41.808456,-87.697783
10002261,JE850252,3/21/2023 14:56,3658X N MAIN ST,1593,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,FALSE,FALSE,1660,9,49,9,20,224829,2319548,2023,3/21/2023 14:56,41.954805,-87.517031
10002262,JE475329,9/26/2018 4:44,8130X N MAIN ST,0348,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,1100,14,15,23,17,224479,2318881,2018,9/26/2018 4:44,41.888185,-87.552001
10002263,JE226169,2/11/2018 12:26,6726X N MAIN ST,0374,ASSAULT,AGGRAVATED: HANDGUN,STREET,TRUE,FALSE,290,22,43,69,22,224558,2318132,2018,2/11/2018 12:26,41.813258,-87.544102
10002264,JE580459,11/7/2019 18:15,7141X N MAIN ST,0249,CRIMINAL DAMAGE,TO VEHICLE,RESTAURANT,TRUE,FALSE,840,5,4,41,20,222915,2320440,2019,11/7/2019 18:15,42.044002,-87.70843
10002265,JE582952,1/8/2019 8:42,1268X N MAIN ST,0726,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE,FALSE,FALSE,650,23,28,4,17,224418,2319662,2019,1/8/2019 8:42,41.966206,-87.558166
10002266,JE902465,6/5/2015 14:06,6842X N MAIN ST,1600,THEFT,FROM BUILDING,OTHER,TRUE,TRUE,220,24,14,77,5,225906,2318126,2015,6/5/2015 14:06,41.812684,-87.409381
10002267,JE140123,8/13/2020 21:35,4605X N MAIN ST,1736,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,APARTMENT,FALSE,FALSE,1100,22,8,50,8,223694,2319767,2020,8/13/2020 21:35,41.976772,-87.630569
10002268,JE192898,9/12/2020 20:30,8642X N MAIN ST,1773,NARCOTICS,POSS: HEROIN(WHITE),STREET,FALSE,FALSE,2480,14,39,,12,223229,2317640,2020,9/12/2020 20:30,41.764011,-87.677085
10002269,JE498661,4/13/2019 13:21,7842X N MAIN ST,0460,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,130,16,10,63,6,224321,2318367,2019,4/13/2019 13:21,41.836752,-87.567897
10002270,JE569162,3/19/2021 15:07,2529X N MAIN ST,1394,ROBBERY,STRONGARM - NO WEAPON,OTHER,FALSE,FALSE,630,12,27,37,1,224825,2318350,2021,3/19/2021 15:07,41.835094,-87.517496
10002271,JE152131,2/15/2023 18:45,6560X N MAIN ST,1336,CRIMINAL DAMAGE,TO VEHICLE,STREET,TRUE,FALSE,2360,17,49,77,19,223413,2318426,2023,2/15/2023 18:45,41.842639,-87.658658
